Year,Cnt,Hiredcnt,ElderCnt,DualincomeCnt,NormalCnt,GenderCode,Age,EduCode,Edu,ResidentialArea,HouseCnt,HouseCode,Spending,Meals,Meat,MeatProducts
2016,3,1,0,0,1,1,44,5,대학교(4년제 대학포함),85,1,YES,2017154,321437,33281,2092
2016,4,1,0,0,1,1,42,5,대학교(4년제 대학포함),85,1,YES,3099445,197426,112560,12518
2016,2,0,1,0,0,1,85,5,대학교(4년제 대학포함),85,1,YES,2807995,19620,114270,4079
2016,2,1,0,0,1,1,59,3,고등학교,85,1,YES,1982919,166283,75680,5972
2016,4,2,0,0,1,1,60,2,중학교,85,1,YES,2433447,532677,68751,1545
2016,4,1,0,0,1,1,38,5,대학교(4년제 대학포함),85,1,YES,1580421,276874,18038,3545
2016,2,0,0,0,0,2,40,5,대학교(4년제 대학포함),85,1,YES,1709806,95352,47376,6570
2016,1,1,0,0,1,1,46,5,대학교(4년제 대학포함),43,2,NO,1696003,84916,8063,0
2016,1,1,0,0,1,1,47,5,대학교(4년제 대학포함),33,2,NO,1576613,145624,5028,0
2016,1,1,0,0,1,2,38,5,대학교(4년제 대학포함),45,2,NO,1386285,273896,9806,0
2016,2,1,0,0,1,1,59,5,대학교(4년제 대학포함),111,1,YES,2295563,119539,38828,21377
